INTL_20191024_000367	Usar para obtener uno de los siguientes objetos.{nl}- Carta del Señor Demonio Marnox [No se puede comerciar] x1{nl}- Carta del Señor Demonio Blut [No se puede comerciar] x1{nl}- Carta del Señor Demonio Zaura [No se puede comerciar] x1{nl}- Carta del Señor Demonio Nuaele [No se puede comerciar] x1{nl}- Carta del Señor Demonio Helgasercle [No se puede comerciar] x1{nl}- Carta del Señor Demonio Rexipher [No se puede comerciar] x1{nl}- Carta del Señor Demonio Mirtis [No se puede comerciar] x1{nl}- Carta del Señor Demonio Froster Lord [No se puede comerciar] x1	사용 시 아래의 구성물 중 하나를 선택해 획득할 수 있습니다.{nl} - 마군주 마르녹스 카드 [거래 불가] 1개{nl} - 마군주 블룻 카드 [거래 불가] 1개{nl} - 마군주 자우라 카드 [거래 불가] 1개{nl} - 마군주 누아엘레 카드 [거래 불가] 1개{nl} - 마군주 헬가 세르클 카드 [거래 불가] 1개{nl} - 마군주 렉시퍼 카드 [거래 불가] 1개{nl} - 마군주 미르티스 카드 [거래 불가] 1개{nl} - 마군주 프로스터 로드 카드 [거래 불가] 1개				
INTL_20191104_000368	Evento: Defensa Cuesta Arriba de Halloween	이벤트: 와글와글 할로윈 업힐 디펜스				
INTL_20191104_000369	Evento: Alboroto de Medianoche de Halloween	이벤트: 할로윈 밤의 소동				
INTL_20191104_000370	Ayudante del Alboroto de Medianoche de Halloween	할로윈 밤의 소동 이벤트 도우미				
INTL_20191203_000371	+90% de EXP obtenida al cazar monstruos{nl}+3 de velocidad de movimiento{nl}+500 de HP máx.	몬스터 처치 시 획득 경험치 +90%{nl}이동 속도 +3{nl}최대 체력 + 500	SKILL_20161226_007306	+90% de EXP al cazar monstruos{nl}+3 de velocidad de movimiento	몬스터 처치 시 획득 경험치 +90%{nl}이동 속도 +3	
INTL_20191203_000372	+120% de EXP obtenida al cazar monstruos{nl}+4 de velocidad de movimiento{nl}+1000 de HP máx.	몬스터 처치 시 획득 경험치 +120%{nl}이동 속도 +4{nl}최대 체력 + 1000	SKILL_20161226_007308	+120% de EXP al cazar monstruos{nl}+4 de velocidad de movimiento	몬스터 처치 시 획득 경험치 +120%{nl}이동 속도 +4	
INTL_20191203_000373	+150% de EXP obtenida al cazar monstruos{nl}+5 de velocidad de movimiento{nl}+2000 de HP máx.	몬스터 처치 시 획득 경험치 +150%{nl}이동 속도 +5{nl}최대 체력 + 2000	SKILL_20161226_007310	+150% de EXP al cazar monstruos{nl}+5 de velocidad de movimiento	몬스터 처치 시 획득 경험치 +150%{nl}이동 속도 +5	
INTL_20191203_000374	¿Usar la {#FF0000}[Evento] Llave Real de Navidad{/} para abrir el cofre?	{#FF0000}[이벤트] 로열 크리스마스 열쇠{/}를 사용하여 상자를 여시겠습니까?				크리스마스 로열 상자
INTL_20191203_000375	Solo se puede acceder durante los fines de semana.	주말에만 대화하실 수 있습니다.				
INTL_20191205_000376	Usar para abrir el Cofre Real de Navidad en Klaipeda y obtener un objeto de recompensa al azar de los siguientes listados.{nl}[Evento] Puntos de Atributo 10,000 x1{nl}, [Evento] Puntos de Atributo 1,000 x1{nl}- [Evento] Puntos de Atributo 500 x1, Piedra de Portal de Incursión x3{nl}- Escultura de la Diosa (14 Días) x5, Semilla Milagrosa (14 Días) x5{nl}- [Evento] Moneda de Recompensa de Misión de Gremio: Plata x1{nl}Se eliminará automáticamente al final del período del evento.	클라페다에 위치한 크리스마스 로열 상자를 열어 아래 아이템 중 각기 다른 확률로 한 개의 아이템을 획득할 수 있습니다.{nl}[이벤트]특성 포인트 10,000 x1{nl}[이벤트]특성 포인트 1,000 x1{nl}[이벤트]특성 포인트 500 x1{nl}축복이 깃든 씨앗(14일) x1{nl}여신의 조각상(14일) x1{nl}[이벤트] 길드 퀘스트 보상 주화 : 은 x1{nl}레이드 포탈 스톤 x1{nl}19년 12월 26일 점검시, 일괄 삭제됩니다.				
INTL_20191216_000377	{img test_cooltime 25 25}{s18}Los puntos se reinician cada trimestre.	{img test_cooltime 25 25}{s18}매 분기마다 포인트 초기화가 진행됩니다.				
INTL_20191216_000378	 {nl}Por favor selecciona una recompensa.	 {nl}원하는 보상을 선택해주세요.				
INTL_20191230_000379	Solo se puede acceder los viernes, sábados y domingos.	금,토,일에만 대화하실 수 있습니다.	INTL_20191203_000375	Solo se puede acceder durante los fines de semana.	주말에만 대화하실 수 있습니다.	
INTL_20200114_000380	Camino a la Primavera 	봄으로 가는 길 				
INTL_20200114_000381	Cubo de Primavera	봄 큐브	INTL_20190405_000317	Cubo del Camino de Flores	꽃길 큐브	
INTL_20200114_000382	Misión Camino a la Primavera	봄으로 가는 길 이벤트 미션				
INTL_20200114_000383	Puedes recibir una Horquilla de Flor de Cerezo por tus primeros cinco {#661199}Pétalos de Flor{/}. Por tus siguientes cinco {#661199}Pétalos de Flor{/}, puedes recibir 25 Cubos de Primavera.	이벤트 기간동안 최초 {#661199}꽃잎{/} 5개는 삼색 경단 머리핀, 이후 {#661199}꽃잎{/} 5개는 봄 큐브 25개로 교환할 수 있습니다.	INTL_20190405_000321	Puedes recibir una Horquilla de Flor de Cerezo por tus primeros cinco Pétalos de Flor. Por tus siguientes cinco Pétalos de Flor, puedes recibir una Horquilla de Dulce Tricolor.	이벤트 기간동안 최초 꽃잎 5개는 삼색 경단 머리핀, 이후 꽃잎 5개는 벚꽃 머리핀으로 교환할 수 있습니다.	이벤트 알림판
INTL_20200114_000384	{#661199}Información de Camino a la Primavera	{#661199}봄으로 가는 길 이벤트 안내	INTL_20190405_000322	Evento del Camino de Flores	꽃길 이벤트	
INTL_20200206_000385	{@st66d_y}{s14}Bendición{nl}de la Diosa	{@st66d_y}{s14}여신의{nl}축복				
INTL_20200214_000386	: x5{nl}- Incursiones Leyenda: Casual : x2{nl}- Incursiones Únicas : x5{nl}- Incursiones Únicas: Casual : x2{nl}- Etapa 5+ del Modo Desafío: x2{nl}- Mazmorras de Nivel: x1	 클리어 : 5개{nl}- 레전드 레이드:캐주얼 클리어 : 2개{nl}- 유니크 레이드 클리어 : 5개{nl}- 유니크 레이드:캐주얼 클리어 : 2개{nl}- 챌린지 5단계 이상 클리어 : 2개{nl}- 레벨던전 클리어 : 1개				대장장이 테리아베리스
INTL_20200609_000387	No hay ningún evento en curso en el Tablón de Anuncios de Eventos.	현재 이벤트 알림판에서 진행중인 이벤트가 없습니다.				이벤트 알림판
INTL_20200727_000388	Si aplicar el modo de protección después de verificar hwid, ip, 1: Usar 0: No Usar	hwid, ip 확인 후 보호모드 적용 여부, 1:사용 0:안함				
INTL_20201030_000389	¿Dejarás registro del uso de habilidades en la Misión de Gremio de Boruta? (1: Dejar, 0: No Dejar)	보루타 길드 미션에서 스킬 사용 로그를 남길건가? (1: 남김, 0: 안함)				
INTL_20201123_000390	Aplicabilidad de CashOut, 1:Usado 0:No Usado	CashOut 적용 여부, 1:사용 0:안함				
INTL_20210128_000391	Buff de Suministro de Crecimiento EP.13.{nl}EXP + 600%{nl}Probabilidad de Botín + 300{nl}※Solo aplica a personajes de Nv.449 o inferior.	EP.13 성장 지원 버프 입니다.{nl}경험치 + 600%{nl}루팅찬스 + 300{nl}※450레벨 미만의 캐릭터에만 적용됩니다.				
INTL_20210318_000392	{s18}Mensaje de Advertencia de Grado de Mercado	{s18}마켓 등급 관련 경고 메세지				
INTL_20210326_000393	Farol Rojo que lleva el deseo de año nuevo.	신년 소망을 담은 홍등입니다.				
INTL_20210326_000394	Globo de cabeza de Ciervo Floral.	꽃사슴 머리 모양 풍선입니다				
INTL_20211104_000395	{@st66b}{s16}{#FFFFFFF}Recompensa de Rango de Tipo	{@st66b}{s16}{#FFFFFFF}계열 순위 보상				
INTL_20211104_000396	{@st66b}{s16}{#FFFFFFF}Recompensa de Daño Acumulado	{@st66b}{s16}{#FFFFFFF}누적 대미지 보상				
INTL_20211104_000397	{@st66b}{s16}{#FFFFFFF}Recompensa de Ranking de Clase	{@st66b}{s16}{#FFFFFFF}클래스 순위 보상				
INTL_20211104_000398	{@st66b}{s16}{#FFFFFFF}Tienda de la Liga de Batalla de Equipos	{@st66b}{s16}{#FFFFFFF}팀 배틀리그 상점				
INTL_20211104_000399	{@st66b}{s16}{#FFFFFFF}Registrar Personaje a Cambiar	{@st66b}{s16}{#FFFFFFF}교체 캐릭터 등록				
INTL_20220831_000400	Daño {img green_down_arrow 16 16}#{CaptionRatio}#%, Daño recibido -10% en campo{nl}※ No incluye el Modo Desafío	필드 지역 대미지 {img green_down_arrow 16 16}#{CaptionRatio}#%, 받는 피해 10% 감소{nl}※챌린지, 차원 붕괴 제외				
INTL_20220919_000401	Daño {img green_up_arrow 16 16}#{CaptionRatio}#%, Daño recibido {img green_down_arrow 16 16}10% en campo{nl}※ No incluye el Modo Desafío ni la Singularidad de División	필드 지역 대미지 {img green_up_arrow 16 16}#{CaptionRatio}#%, 받는 피해 {img green_down_arrow 16 16} 10%{nl}※챌린지, 분열 제외	INTL_20220831_000400	Daño {img green_down_arrow 16 16}#{CaptionRatio}#%, Daño recibido -10% en campo{nl}※ No incluye el Modo Desafío	필드 지역 대미지 {img green_down_arrow 16 16}#{CaptionRatio}#%, 받는 피해 10% 감소{nl}※챌린지, 차원 붕괴 제외	
INTL_20221024_000402	[Halloween] Vale de Una Entrada al Núcleo Turbulento (Auto/Solo)	[할로윈] 13 핵(자동 매칭, 1인) 1회 입장권				
INTL_20221125_000403	Caja de Regalo Sorpresa del GM - Día 1	GM의 12월 깜짝 선물 1회차 상자				
INTL_20221125_000404	Caja de Regalo Sorpresa del GM - Día 2	GM의 12월 깜짝 선물 2회차 상자				
INTL_20221125_000405	Caja de Regalo Sorpresa del GM - Día 3	GM의 12월 깜짝 선물 3회차 상자				
INTL_20221125_000406	Caja de Regalo Sorpresa del GM - Día 4	GM의 12월 깜짝 선물 4회차 상자				
INTL_20221125_000407	Caja de Regalo Sorpresa del GM - Día 5	GM의 12월 깜짝 선물 5회차 상자				
