QUEST_LV_0200_20150317_000001	Soldado de Felipe
QUEST_LV_0200_20150317_000212	Desde hace unos meses, han aparecido los monstruos que atacan a los soldados que mantienen los dispositivos.{nl}Los soldados que lograron sobrevivir nos dijeron que era un pájaro gigantesco.{nl}Cuando vimos los registros ilustrados del Reino, se parecía mucho a un Sparnashorn.
QUEST_LV_0200_20150317_000213	Si eres el Revelador, no tendrás problema en luchar contra ello.{nl}Pero no aquí en el área A. Los soldados exhaustos podrían verse involucrados.
QUEST_LV_0200_20150317_000214	Usa este pergamino de absorción para deshacerte temporalmente de la Escarcha Petrificante que está comenzando a formarse en el área A. {nl}El Sparnashorn aparecerá entonces de la Escarcha Petrificante en el área B.
QUEST_LV_0200_20150317_000215	Estos guardias vieron sus vidas amenazadas por el Sparnashorn y la Escarcha Petrificante. {nl}Están cegados por el miedo, así que no tienen ninguna posibilidad de luchar contra él.
QUEST_LV_0200_20150317_000216	La Escarcha Petrificante se ha ido, pero solo temporalmente{nl}. No hay manera de que podamos detener los castigos que Ruklys traerá sin importar lo que hagamos.
QUEST_LV_0200_20150317_000217	¿Estás listo? Es hora de derrotar al Sparnashorn. {nl}Pero no tenemos suficiente tiempo. No importa lo gran Revelador que seas, si te expones a la Escarcha Petrificante, será el fin. {nl}Ve al área B. El Sparnashorn vendrá a atacar si tocas el detector. {nl}Derrótalo y sal de ahí antes de que comience la Escarcha Petrificante.
QUEST_LV_0200_20150317_000218	Correr para evadirlo también es una buena manera. {nl}Pero no puedes seguir haciendo eso por mucho tiempo. {nl}Esto tiene que parar cuando hay un voluntario tan genial y leal como tú.
QUEST_LV_0200_20150317_000219	Escuchar que fue derrotado es la historia más esperanzadora que he escuchado en años. {nl}Ahora será mejor que deje descansar a las tropas primero y les dé las buenas noticias.
QUEST_LV_0200_20150317_000220	Hay algo que siempre quise preguntar si conociera a alguien aquí. {nl}¿Puedes limpiar nuestro taller? Aparecen monstruos por dondequiera que voy y no puedo trabajar. {nl}Los cobardes del Ejército Real están demasiado asustados como para acercarse, así que no les hagas caso. {nl}¿Qué piensas? ¿Puedes ayudarme?
QUEST_LV_0200_20150317_000221	El tipo de trabajo que hago es secreto comercial, así que no puedo decirte de qué se trata... {nl}De todas formas, nadie es dueño de estas cosas. Si lo encuentras, te lo quedas.
QUEST_LV_0200_20150317_000222	¿Tan rápido? ¿No te has perdido ninguno?
QUEST_LV_0200_20150317_000223	¿No te da curiosidad saber cómo logré pasar la estricta seguridad? {nl}Todo es gracias a mis contactos. Hay algunos guardias del Ejército Real que compran garras xxx para mejorar sus registros laborales. {nl}Pero en realidad, no quiero estar cerca de esos monstruos. Especialmente con los A.
QUEST_LV_0200_20150317_000224	¿Puedes atraparlos y traerme esas garras?
QUEST_LV_0200_20150317_000225	Creo que lo has entendido mal. Somos arqueólogos, no ladrones.
QUEST_LV_0200_20150317_000226	Esto parece bastante caro. {nl}Muchas gracias.
QUEST_LV_0200_20150317_000227	Será mejor que pares si planeas obtener algo de la Ciudad Petrificada. {nl}Además de nosotros, están los escandalosos Ladrones de Dico. {nl}Pero al menos podrías ser recompensado si nos ayudas.
QUEST_LV_0200_20150317_000228	En el área A, hay una caja que contiene cosas que los Ladrones de Dico traen del exterior. ¿Puedes conseguirlas? {nl}Eché un vistazo y parece que aún no han regresado.
QUEST_LV_0200_20150317_000229	Son muy listos{nl}. Traen antigüedades baratas y las colocan donde sopla la Escarcha Petrificante{nl}. Entonces las antigüedades se petrifican y se convierten en algo de aspecto exquisito{nl}. He oído que los nobles de las grandes ciudades son engañados y las compran a precios elevados.
QUEST_LV_0200_20150317_000230	Parece que los Ladrones de Dico planean expandir su negocio más de lo que pensaba. {nl}Es una cantidad enorme. ¿Crees que también tienen conexiones con el Ejército Real?
QUEST_LV_0200_20150317_000231	Las flores petrificadas se venden a precios muy altos entre escultores novatos. {nl}Las usan para hacer falsificaciones, pero no saben de dónde provienen. {nl}De todos modos, no serviría de nada saberlo...
QUEST_LV_0200_20150317_000232	¿Podrías recolectar algunas flores petrificadas?
QUEST_LV_0200_20150317_000233	Mi hermano estudió mucho para convertirse en escultor. {nl}Aunque no sé dónde está después de Medzio Diena... {nl}Estoy seguro de que, si sigue vivo, estará esculpiendo una hermosa estatua de una diosa en algún lugar...
QUEST_LV_0200_20150317_000234	Esto me recuerda a mi hermano..{nl}. ¿Dónde y qué estaría haciendo ahora? En fin, gracias por recopilarlo.{nl}
QUEST_LV_0200_20150317_000235	Tengo un amigo que se supone que debe venir aquí, pero no aparece por ningún lado. No pensaste que trabajaría solo en esta enorme área, ¿verdad? {nl}Creo que algo pasó.
QUEST_LV_0200_20150317_000236	Se esconde entre los guardias en la zona de seguridad. Esta botella de agua tiene un código. Si se la das a los guardias, lo sabrá y hablará contigo.
QUEST_LV_0200_20150317_000237	Será mejor que te des prisa porque la Escarcha Petrificante acaba de pasar{nl}. Puedes saber cuándo y dónde empieza la Escarcha Petrificante si observas la retirada del Ejército Real{nl}. Y la forma más rápida de obtener esa información es convirtiéndote en guardia del Ejército Real.
QUEST_LV_0200_20150317_000238	¡Silencio! Baja la voz. Si nos pillan, será nuestro fin.
QUEST_LV_0200_20150317_000239	¿Ese estúpido de Hubertas te envió aquí? {nl}Le dije muchas veces que regresaría si terminaba mi trabajo aquí. {nl}No sabía que su estupidez enviaría a alguien. {nl}En realidad hay un gran problema aquí.
QUEST_LV_0200_20150317_000240	Nuestra familia no puede venir a la ciudad desde fuera{nl}. Necesitamos tu ayuda{nl}. No podemos traer a mi familia sin que las tropas lo sepan{nl}. Deberían irse todos de aquí.
QUEST_LV_0200_20150317_000241	Voy a armar un gran alboroto en el área A. Voy a llamar a los Saltistter que andan merodeando por la zona. {nl}Para hacer esto, necesitas recolectar Polvo de Piedra Perfumada de los monstruos. ¿Puedes hacerlo?
QUEST_LV_0200_20150317_000242	Nuestras familias deberían haber pasado por este lugar antes que el Ejército Real. {nl}Pero Retia apresuró las cosas cuando la Escarcha Petrificante pasó hace algún tiempo, así que no pudimos.
QUEST_LV_0200_20150317_000243	Esto es exactamente correcto. {nl}Si viertes esto aquí, pronto verás aparecer al Saltister en todo su esplendor. {nl}¡Pero ese no es nuestro plan!
QUEST_LV_0200_20150317_000244	No debemos convertir este lugar en un campo de batalla. Entonces nuestras familias no podrán pasar. {nl}Pensemos un momento...
QUEST_LV_0200_20150317_000245	Aplica este polvo sobre x monstruos que aparezcan en el área B. {nl}Entonces la Saltistter hechizada los atacará. {nl}Retia no se quedará de brazos cruzados viendo cómo invaden su área así.
QUEST_LV_0200_20150317_000246	Nuestras familias provienen de diversas zonas. Yo también fui un oficial subalterno con sueños de convertirme en estratega. {nl}Por supuesto, fue antes de que la zona a la que me asignaron desapareciera por completo del mapa hace 4 años en Medzio Diena.
QUEST_LV_0200_20150317_000247	¿Lo usaste todo? ¡Entonces ahora es momento de ponerse manos a la obra!{nl}
QUEST_LV_0200_20150317_000248	Ve a ver a Retia y dile que Saltister se acerca. {nl}No lo creerá, pero ya puedo sentir a Saltister corriendo hacia nosotros. {nl}¡Date prisa!
QUEST_LV_0200_20150317_000249	Solo tienes que decirle que Saltister viene. {nl}No hay razón para que sospeche de nosotros.
QUEST_LV_0200_20150317_000250	Nuestras familias pasaron por este lugar gracias a ti. {nl}Encontrarás muchas verdades interesantes si continúas tu viaje por esta zona. {nl}Y quizás también conozcas a nuestras familias. Pero ten cuidado con los ladrones de Dico. {nl}A diferencia de nosotros, ellos fueron ladrones desde el principio.
QUEST_LV_0200_20150317_000251	Guardia Gofden
QUEST_LV_0200_20150317_000252	Yo tampoco quiero estar aquí. Realmente no hay necesidad de vigilar este lugar. {nl}Llegaron órdenes para apoyar a los Caballeros de Kaliss.
QUEST_LV_0200_20150317_000253	¿Puedes ayudarme? {nl}Kastas no ha regresado en días, así que no puedo irme de este lugar, pero los monstruos andan sueltos, así que no puedo quedarme quieto.
QUEST_LV_0200_20150317_000254	A los oficiales no les gustan los Caballeros de Kaliss. {nl}En cuanto a los guardias de menor rango como yo, los Caballeros de Kaliss nos proporcionan suministros y apoyo, así que no hay razón para que los odiemos.
QUEST_LV_0200_20150317_000255	Cuando llegué aquí, solo teníamos que tener cuidado con la Escarcha Petrificante, pero desde Medzio Diena hace cuatro años, cada día es una crisis{nl}. Voy a solicitar mudarme cuando termine aquí.
QUEST_LV_0200_20150317_000256	No hace mucho que el Ejército Real entró en esta zona a petición de Kostas. {nl}Gran parte de la ciudad se conservó en su forma original 600 años después de la desgracia. {nl}Una de mis misiones aquí es borrar los registros de los rebeldes que aún permanecen aquí.
QUEST_LV_0200_20150317_000257	No puedo dejar mi puesto ya que Kostas no está aquí. ¿Puedes encargarte de él por mí? {nl}Puedes encontrar muchos registros si buscas por la zona comercial y la plaza Parduo.
QUEST_LV_0200_20150317_000258	No hagas caso a lo que está escrito en los registros. {nl}Todo es una tontería.
QUEST_LV_0200_20150317_000259	Tengo que escoltar, limpiar y vigilar. Me pregunto cómo esperan que lo haga todo sola. {nl}Menos mal que viniste a ayudar.
QUEST_LV_0200_20150317_000260	Unos días antes de que me enviaran aquí, muchos soldados vinieron a este lugar para hacer una inspección preliminar para la investigación de los Caballeros de Kaliss. {nl}Pero nadie regresó. Fueron atacados por la irregular Escarcha Petrificante.
QUEST_LV_0200_20150317_000261	Me ordenaron que recuperara sus recuerdos, pero me cuesta mucho pensarlo{nl}. ¿Puedes ayudarme?
QUEST_LV_0200_20150317_000262	Las autoridades no ven con buenos ojos que decenas de soldados fueran sacrificados en actividades de apoyo{nl}. Por eso el Ejército Real y los Caballeros de Kaliss se han distanciado.
QUEST_LV_0200_20150317_000263	Puede que no lo creas, pero yo también podría haber estado allí. {nl}Menos mal que estaba fuera de servicio ese día... Ni siquiera quiero pensarlo. {nl}Entregaré esto a las familias de los fallecidos.
QUEST_LV_0200_20150317_000264	¿Cómo estás, viajero? Aunque no sé por qué estás de paso por este lugar...
QUEST_LV_0200_20150317_000265	Ah, así que eres el famoso Revelador{nl}. He oído hablar mucho de ti por mis colegas en Klaipeda. Dicen que vas por ahí salvando el mundo según la voluntad de la diosa.
QUEST_LV_0200_20150317_000266	Permítame hacerle una buena oferta: encontré una manera de revivir esta Ciudad Petrificada. ¿Puede ayudarme? {nl}Primero, deshágase de los monstruos de por aquí. Tengo que estar a salvo antes de poder decirle nada, ¿de acuerdo?
QUEST_LV_0200_20150317_000267	Los criomantes de Klaipeda son tercos y arrogantes. Si sientes algo así de mí, entonces es tu ilusión. {nl}Hay criomantes tan humanos y bondadosos como yo.
QUEST_LV_0200_20150317_000268	¿Secaste las semillas? Bien, de todos modos.
QUEST_LV_0200_20150317_000269	Ahora, la siguiente prueba es que tomes esto y pruebes si es utilizable mientras yo encuentro la fórmula del círculo mágico. {nl}Aparecerá un muro de hielo si usas esto, así que comprueba qué tan útil es para los monstruos. {nl}Necesitamos una red de seguridad para probar y esto hará el trabajo.
QUEST_LV_0200_20150317_000270	Los monstruos atacarán cuando se forme el muro de hielo, así que encárgate del resto de los monstruos que dejaste pasar hace un rato.
QUEST_LV_0200_20150317_000271	La Escarcha Petrificante no volverá a ocurrir por un tiempo. {nl}No te preocupes por eso.
QUEST_LV_0200_20150317_000272	¡Es muy efectivo! Ahora debería poder bloquear monstruos o Reveladores.
QUEST_LV_0200_20150317_000273	Ahora llegamos a la parte importante. La parte más importante de la prueba es encontrar la Marca de Seda, una poderosa herramienta mágica que puede devolver la petrificación a las cosas. {nl}El estúpido Ejército Real perdió la última Marca en esta zona hace 4 años, así que probablemente esté por aquí cerca. {nl}También podría estar dentro del estómago del monstruo.
QUEST_LV_0200_20150317_000274	Derrota a los monstruos y consigue la piedra brillante. Brillará por sí sola, así que tráela y yo la buscaré.
QUEST_LV_0200_20150317_000275	El estúpido Ejército Real probablemente no sabe lo genial que es Mark. {nl}Probablemente nadie lo sabe, excepto yo.
QUEST_LV_0200_20150317_000276	Ruega para que la Marca de Seda esté entre estas piedras. {nl}Si no, me enfadaré mucho.
QUEST_LV_0200_20150317_000277	¡Ajá! Está aquí{nl}. ¿Por qué el Ejército Real no pudo encontrarlo si es tan fácil? ¿Acaso sus cabezas solo sirven para usar cascos? En fin, comencemos la prueba. Síganme al círculo mágico que instalé.
QUEST_LV_0200_20150317_000278	Hola amigo, ¿cómo llegaste aquí? ¿Estás buscando trabajo? Puede que suene un poco entrometido, pero es peligroso andar solo{nl}. Claro, lo mismo aplica para cualquier otra persona.{nl}{nl}
QUEST_LV_0200_20150317_000279	Necesito trabajar en el área comercial pero no puedo trabajar solo por culpa de los monstruos. {nl}¿Puedes ayudarme?
QUEST_LV_0200_20150317_000280	Menos mal que los cobardes ladrones de Dico no llegaron hasta aquí. {nl}Las cosas son limitadas, pero la gente viene en masa a llevárselas...
QUEST_LV_0200_20150317_000281	Si ya se ha aclarado tanto, entonces parece que ya puedo empezar.
QUEST_LV_0200_20150317_000282	Voy a ir al taller de Gerove. ¿Puedes ayudarme mientras trabajo? {nl}Solo tienes que seguirme y luchar contra los monstruos mientras yo hago el trabajo.
QUEST_LV_0200_20150317_000283	Lo conseguí gracias a ti. No tendré que andar dando vueltas durante días. {nl}Planeo esperar aquí hasta que lleguen mis colegas.
QUEST_LV_0200_20150317_000284	Por favor, encárgate de los monstruos y saqueadores de tumbas en el Distrito de los Cuarteles mientras preparo la prueba. {nl}No debemos ser atrapados ni interrumpidos.
QUEST_LV_0200_20150317_000285	En lo alto de la fortaleza es relativamente seguro. Si sales de aquí, te encontrarás con monstruos y ladrones por todas partes.
QUEST_LV_0200_20150317_000286	Has superado las zonas de prueba. Buen trabajo.
QUEST_LV_0200_20150317_000287	Procederé con la prueba desde aquí arriba. {nl}Por favor, diríjase al portal y prepárese para realizar la prueba.
QUEST_LV_0200_20150317_000288	Todo saldrá bien. Son solo imágenes y no se pueden transmitir a este mundo.
QUEST_LV_0200_20150317_000289	Algo escandaloso sucedió. ¿Qué podría ser? {nl}Los cronomantes no lo creerán. ¿Interfirió el pasado con el futuro? ¿O el futuro interfirió con el pasado?
QUEST_LV_0200_20150317_000290	Será mejor que me quede aquí y prepare el portal que lleva al Campo de Batalla Final.
QUEST_LV_0200_20150317_000291	Ayudante general Hans
QUEST_LV_0200_20150317_000292	No hace mucho que cooperamos con los saqueadores de tumbas. {nl}Apoyarlos sin que el Ejército Real lo sepa es como jugarse la vida. {nl}Pero ¿qué podemos hacer? Solo seguimos órdenes.
QUEST_LV_0200_20150317_000293	Pasarán por la calle del centro. {nl}Por supuesto, se enfrentarán a los monstruos. Se armará un gran revuelo y los guardias los encontrarán. {nl}Quiero que los encuentres en ese momento. A diferencia de los Ladrones de Dico, no soportan estar endeudados, así que te serán útiles en tu viaje.
